Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Watering Required,Risk of Disease,Soil Acidity,Acidity status,Soil Fertility,Optimal Growth Conditions,Evapotranspiration Rate,Irrigation Scheduling
57,32,43,24,32.87,13.08,3.46,68.44,101.18,6.098369122,119.218154,105,74,45,34.1183692,55.204,1.416767173,acidic,206.9688584,53.652,20.194,7.2345538
51,2,35,12,32.87,13.29,3.14,48,101.18,5.695267822,102.4633775,102,71,48,28.5653245,54.137,1.806377346,acidic,203.3866875,30.354,5.374,24.26098675
19,34,26,103,32.23,13.33,3.58,52.57,101.17,5.618094446,109.575944,94,91,51,75.0108112,22.549,1.89413842,acidic,215.7326661,32.698,21.258,8.6272168
84,35,49,9,31.59,13.37,4.02,57.14,101.16,6.435785799,91.34276507,116,71,47,14.02544699,82.261,1.080826448,acidic,217.1050501,64.542,21.642,-3.902829521
68,0,38,88,31.54,13.56,4.1,78.57,101.16,6.176644228,112.9794804,117,79,49,8.17410392,71.808,1.347335921,acidic,226.723651,37.568,4.194,-33.89384412
44,3,44,86,31.5,13.74,4.17,100,101.15,6.220643671,112.0777152,119,72,55,33.83345696,47.752,1.284201972,acidic,227.2544506,28.588,5.745,-8.62331456
25,18,45,50,31.16,13.9,4.14,90,101.15,5.871702211,118.6730366,99,73,53,59.02339268,18.51,1.619826527,acidic,206.3101915,34.032,13.318,26.39808902
37,22,48,6,30.83,14.07,4.11,80,101.14,6.390741836,117.536781,91,84,52,49.2596438,29.161,1.108301423,acidic,207.7735193,43.974,15.395,36.7389657
66,41,20,64,31.18,13.88,4.22,81.38,101.14,6.21084479,107.3944717,80,90,47,31.75510566,70.704,1.29232408,acidic,198.0475914,49.6,24.786,-18.21834151
80,20,42,1,31.54,13.68,4.33,82.76,101.14,6.012696655,116.5531455,101,70,48,5.3903709,66.754,1.48654482,acidic,201.7088877,63.728,14.173,-3.46594365
9,15,43,79,31.79,12.88,4.05,66.91,101.13,5.908770059,112.3982055,108,89,53,74.8053589,7.134,1.611277509,acidic,229.736139,23.164,11.437,29.78053835
66,12,31,18,32.04,12.09,3.77,51.06,101.12,6.049801781,110.3262123,100,80,52,16.80375754,61.107,1.453793529,acidic,212.9348612,48.598,9.705,3.90213631
82,40,70,76,32.18,12.98,3.54,60.82,101.12,6.010095853,110.2511102,109,91,53,14.88777796,84.254,1.513095695,acidic,232.6070671,58.236,24.13,-41.07533306
36,1,46,108,32.32,13.88,3.31,70.59,101.12,5.738678895,110.4408803,82,78,46,41.41882394,41.194,1.754799773,acidic,188.1170752,21.872,5.059,-11.13226409
55,31,63,107,32.41,12.84,3.48,68.63,101.12,5.74055541,116.3019555,106,70,55,36.1956089,52.792,1.749904705,acidic,212.1183888,53.716,19.592,-31.39058665
82,21,61,101,32.5,11.8,3.65,66.67,101.11,5.793260262,119.0856171,90,86,52,3.58787658,69.99,1.707031063,acidic,208.1552822,65.56,14.125,-56.22568513
55,45,50,76,32.19,12.54,3.71,66.67,101.1,5.50947065,108.8547508,83,95,50,44.61604984,64.432,1.996598799,acidic,207.4566295,39.96,26.403,-13.65642524
32,28,46,24,31.88,13.28,3.77,66.67,101.09,5.986442306,118.2583441,119,90,48,57.21733118,29.674,1.554330909,acidic,237.6905096,45.36,18.181,32.52249677
90,14,28,89,31.92,13.96,3.76,76.19,101.08,5.790768046,91.40508414,107,72,45,-2.409016828,79.788,1.7235152,acidic,206.9535376,62.216,11.456,-49.92152524
65,21,24,35,31.97,14.65,3.74,85.71,101.08,5.915546415,95.12322062,116,81,55,25.35335588,52.785,1.598524201,acidic,232.1408825,56.562,15.238,0.963033814
71,43,53,92,32.08,15.08,3.5,89.01,101.07,6.242528278,109.9825551,101,75,50,27.45348898,75.244,1.259530284,acidic,207.9697698,49.284,26.482,-37.99476653
3,25,63,1,32.19,15.52,3.26,92.31,101.07,6.036079266,102.2099836,93,81,50,88.08000328,-0.904,1.465423298,acidic,205.2252555,29.004,17.73,77.83700492
24,36,67,61,32.06,14.4,3.44,83.66,101.06,5.829898502,109.022564,95,75,45,71.1634872,27.76,1.67657175,acidic,197.680929,32.872,22.728,24.7932308
15,16,63,59,31.94,13.28,3.63,75,101.06,6.088064451,117.229079,107,71,55,68.4651842,11.034,1.404753102,acidic,214.2616451,26.748,12.223,32.3312763
77,28,33,66,31.86,14.53,3.81,77.5,101.06,6.469370954,112.1355384,83,94,47,13.42989232,69.339,1.041827825,acidic,204.8285597,67.642,18.669,-31.64066152
82,38,49,13,31.79,15.78,3.99,80,101.07,5.720726906,111.0162259,102,73,54,13.59975482,81.144,1.771917915,acidic,210.0045088,60.036,24.115,-9.80486777
1,36,51,52,31.8,14.18,3.94,75.3,101.06,5.80766417,99.20961514,86,79,45,95.97607697,7.714,1.694049096,acidic,192.2653649,21.816,22.49,55.23711546
51,41,50,88,31.8,12.57,3.88,70.59,101.06,5.703381728,115.8586081,117,86,53,45.16427838,57.781,1.821241204,acidic,235.8923672,42.09,24.364,-17.75758243
10,39,66,63,31.52,12.23,3.97,66.9,101.06,6.165001278,119.695765,111,79,53,84.369847,19.609,1.345867336,acidic,223.9155009,23.73,23.201,34.5912705
89,28,35,93,31.24,11.9,4.06,63.2,101.06,6.002481605,110.10323,95,74,50,1.761354,82.23,1.492110293,acidic,200.9017371,74.368,17.542,-56.530969
54,24,52,5,30.96,11.56,4.15,59.5,101.05,6.212369363,109.2768851,91,75,55,34.89962298,47.858,1.26973208,acidic,201.9486586,55.008,15.379,22.71693447
70,17,25,53,30.68,11.22,4.24,55.81,101.05,5.765308943,109.2486647,93,83,46,15.37826706,61.786,1.746970927,acidic,203.6357163,56.148,11.716,-17.27459941
71,38,44,36,31,12.05,4.07,56.48,101.04,5.740764682,108.8616474,92,85,51,25.00667052,73.935,1.762496738,acidic,208.4185353,55.346,22.599,-9.65849422
59,34,48,28,31.33,12.88,3.9,57.14,101.04,5.879119455,110.1331182,104,80,54,34.80337636,59.184,1.624623894,acidic,218.4153836,53.044,20.982,5.96006454
71,41,51,101,31.06,12.63,3.86,58.57,101.04,6.099478745,104.4812858,103,72,51,27.44574284,75.719,1.398478202,acidic,207.9696351,52.062,24.394,-40.84438574
10,24,21,53,30.78,12.38,3.81,60,101.04,5.674403359,90.43495443,92,75,45,82.77000911,7.344,1.828858061,acidic,194.5720824,32.572,15.809,48.36951367
65,8,30,101,30.5,12.05,4,62.65,101.05,5.694243847,119.4765557,93,85,49,13.90468886,63.665,1.814099198,acidic,207.7859707,44.29,7.62,-39.34296671
68,7,70,18,30.23,11.72,4.18,65.3,101.06,5.905494703,118.9923573,120,87,52,10.44752854,67.576,1.624720911,acidic,239.1338463,45,6.934,-0.69770719
54,40,64,109,29.96,11.39,4.36,67.94,101.07,6.110844721,90.94554618,108,72,46,46.50289076,60.987,1.402170874,acidic,208.9775913,45.21,23.248,-23.78366385
49,26,41,2,29.68,11.06,4.55,70.59,101.08,6.020445317,114.2005455,105,88,54,39.7948909,45.708,1.493785995,acidic,226.7143117,54.928,16.059,27.73983635
54,18,22,64,29.38,11.28,4.58,63.86,101.08,6.435917308,91.06493353,98,79,50,35.41301329,46.884,1.068321925,acidic,208.7051421,49.408,12.138,-1.319480059
12,25,61,24,29.07,11.5,4.61,57.14,101.08,5.505393833,96.45042585,111,88,55,79.82691483,11.36,2.01255955,acidic,233.1537757,35.388,15.717,59.06487225
30,18,53,71,29.44,12.12,4.56,58.57,101.07,5.677719902,113.1161095,97,74,45,55.0087781,24.676,1.829491456,acidic,198.6744039,37.224,12.48,12.56516715
50,15,65,92,29.8,12.73,4.51,60,101.07,5.719014989,92.78133617,95,82,48,37.59073277,44.599,1.789924524,acidic,206.3033105,44.062,11.239,-11.83440085
7,41,66,61,29.83,12.4,4.6,60.77,101.08,6.275572298,94.32961456,89,91,55,93.25407709,19.02,1.223643971,acidic,214.3929006,20.7,24.08,46.20111563
16,33,59,85,29.85,12.08,4.68,61.54,101.09,6.275384607,91.73358569,89,85,55,80.74928286,21.024,1.217010837,acidic,208.9927692,33.328,19.928,25.97992429
73,22,51,6,29.64,11,4.94,58.68,101.09,6.201911642,100.6619171,118,88,51,16.38561658,64.54,1.329707939,acidic,237.4413381,63.252,13.918,5.80142487
77,38,45,19,29.43,9.92,5.2,55.81,101.09,5.758054257,98.00403016,101,92,45,20.83919397,81.956,1.774970403,acidic,218.930638,59.676,21.408,-3.901209048
7,45,66,52,28.94,9.84,5.58,49.72,101.1,6.323933647,103.5045395,99,92,47,93.1250921,24.992,1.202742436,acidic,218.9267536,17.996,24.762,47.94863815
52,36,26,52,28.46,9.77,5.96,43.64,101.1,5.901100841,95.83016448,82,77,46,45.0459671,58.721,1.591087486,acidic,187.3307706,49.814,20.12,5.250950656
57,26,50,20,28.36,9.64,5.77,49.1,101.1,5.644486582,97.55986676,90,86,55,34.75702665,55.122,1.850195796,acidic,210.4511406,60.188,15.125,15.73203997
9,45,28,14,28.27,9.5,5.58,54.55,101.1,6.235461772,94.68180316,95,88,52,92.88963937,27.03,1.272535227,acidic,215.2648232,19.064,24.626,67.59545905
63,45,63,8,28.04,9.51,5.83,38.7,101.11,6.28236237,90.45142867,104,73,46,39.66071427,75.873,1.228258524,acidic,205.9976537,46.262,24.555,17.8645714
1,31,54,107,27.8,9.52,6.08,22.86,101.12,6.356090905,90.24211529,102,73,52,94.62757694,9.116,1.140327949,acidic,208.8492636,29.46,17.484,30.42736541
9,30,35,10,27.76,9.5,5.96,25.89,101.12,5.837258235,96.47800391,100,74,52,84.91639922,15.41,1.658540921,acidic,207.3860808,34.368,17.012,69.05659883
17,29,64,58,27.73,9.47,5.84,28.92,101.11,5.653437902,111.0843029,94,89,48,73.53113942,21.711,1.862635112,acidic,211.5574065,39.278,16.536,32.67470913
44,28,56,109,27.54,8.17,6.36,28.58,101.12,5.727469947,100.5123341,99,70,46,47.98953318,46.641,1.774027423,acidic,197.909229,54.454,15.36,-16.65370023
89,38,52,4,27.35,6.86,6.89,28.24,101.12,6.200111068,99.46950465,112,87,48,8.03909907,96.588,1.33120953,acidic,228.1400777,67.64,19.677,-8.840851395
64,16,41,51,27.26,7.57,6.76,35.94,101.13,5.614471478,105.4220251,117,82,45,20.88759498,62.261,1.921751591,acidic,225.83013,54.894,9,-9.12660753
14,12,36,10,27.16,8.29,6.62,43.64,101.14,6.257369799,91.99964712,96,86,51,71.61407058,19.817,1.251317186,acidic,213.6801589,25.638,7.33,65.40010586
13,14,21,53,27.04,8.31,6.56,30.84,101.15,6.037430836,109.0921631,113,85,45,70.21356738,17.243,1.498906823,acidic,224.8262016,27.086,8.356,39.77235107
52,31,52,0,26.91,8.33,6.49,18.05,101.16,5.760457558,108.3690513,105,93,46,39.87918974,56.259,1.775334287,acidic,224.6323203,55.526,16.885,27.48928461
57,18,31,82,26.74,7.3,6.74,15.73,101.17,6.158164422,108.5501443,85,89,51,28.26797114,54.53,1.341781777,acidic,205.3107151,53.432,9.898,-18.56504329
7,39,60,63,26.57,6.26,6.98,13.41,101.18,6.387431383,90.81250457,108,94,47,92.24349909,24.098,1.150096458,acidic,229.771202,25.832,19.91,46.25624863
39,21,49,21,26.48,6.44,7.19,15.1,101.19,5.891413895,103.7040783,92,81,52,48.60218434,38.582,1.605085506,acidic,205.7239897,47.964,10.919,31.38877651
78,35,21,12,26.39,6.61,7.4,16.78,101.2,5.725418961,94.37987496,110,71,54,18.40402501,84.973,1.771998659,acidic,216.2077933,65.598,17.924,-0.313962488
47,20,41,31,26.26,5.72,7.69,14.84,101.21,6.281069505,92.15524332,82,75,55,42.26195134,45.986,1.190617913,acidic,192.9967487,51.508,9.981,21.853427
62,22,33,69,26.12,4.84,7.98,12.9,101.22,5.507641778,98.12565829,117,81,53,26.98086834,61.992,2.01099134,acidic,231.2553492,61.416,10.542,-13.93769749
13,28,31,56,26,5.14,8.16,17.16,101.23,5.954626604,90.09586854,2,40,27,80.53282629,22.662,1.153992373,acidic,58.86823862,41,13.608,43.97123944
80,35,61,58,25.87,5.44,8.34,21.43,101.24,4.757114897,98.67527561,39,24,31,15.26294488,88.532,2.58364793,acidic,83.82998043,67.584,17.174,-26.60258268
32,16,28,3,25.78,5.04,8.56,16.51,101.25,5.699586972,95.85118326,21,26,27,54.26176335,37.032,1.601091239,acidic,65.08971088,40.84,7.448,49.74464502
90,17,38,49,25.69,4.64,8.77,11.59,101.26,5.977413803,95.70525913,25,22,25,-3.272051826,88.922,1.331690442,acidic,64.08418966,71.088,7.725,-31.21157774
75,24,21,19,25.58,4.2,8.95,11.46,101.26,6.430139436,92.19721736,0,21,32,15.87555653,76.71,#NAME?,acidic,44.10109761,70.82,10.995,-0.159165208
10,14,39,100,25.46,3.75,9.13,11.32,101.27,6.113935087,98.00687989,20,19,35,74.65962402,20.305,1.124547232,acidic,64.47975456,28.554,5.761,22.59793603
55,13,44,88,25.48,4.16,9.09,11.88,101.28,5.074272692,97.72843182,19,21,34,29.22731364,61.278,2.171987397,acidic,63.75199088,49.94,5.437,-16.31852955
73,0,23,45,25.5,4.58,9.05,12.44,101.28,5.667507706,93.75441586,18,17,31,5.534116828,87.544,1.561452084,acidic,57.16725539,45.824,-0.883,-11.62632476
29,43,22,34,25.37,4.46,9.37,15.37,101.29,5.978634285,95.3713484,11,36,33,70.61473032,50.748,1.26985638,acidic,69.085044,35.104,20.473,37.38859548
24,22,40,41,25.23,4.33,9.68,18.31,101.29,5.064613314,98.46768642,30,28,30,64.40246272,29.849,2.268607137,acidic,77.84522932,43.878,9.828,37.95969407
30,26,67,22,25.1,4.21,10,21.24,101.3,4.772385986,94.11213345,18,19,27,61.17757331,38.853,2.481511401,acidic,55.14067019,51.158,11.684,42.76635997
19,28,34,32,24.98,4,10.34,15.7,101.3,5.161148592,97.31258083,23,23,27,72.43548383,31.04,2.136366565,acidic,64.01280401,45.972,12.498,47.80622575
29,21,48,66,24.85,3.78,10.67,10.17,101.31,6.797779227,99.35408185,37,30,34,58.42818363,34.924,0.55079625,neutral,91.05844546,46.28,8.811,20.19377545
42,44,22,29,24.68,3.15,11.01,10.19,101.31,6.39474303,89.85646496,11,27,30,58.72570701,65.805,0.834510446,acidic,58.87632012,42.178,19.957,28.54306051
31,6,43,42,24.52,2.52,11.35,10.21,101.31,5.566704378,91.87312479,12,19,31,50.22037504,48.686,1.632831464,acidic,52.89669306,33.076,0.603,32.43806256
48,42,45,91,24.26,3.23,12.26,9.48,101.32,5.755049971,94.42850522,3,28,33,50.43629896,70.799,1.338380953,acidic,53.72853498,48.162,18.614,-9.828551566
62,43,26,103,24.01,3.94,13.16,8.76,101.33,5.417340525,91.55845821,37,38,32,37.24030836,84.602,1.960936292,acidic,95.69213837,54.74,19.128,-28.96753746
12,13,63,106,24,4.38,13.14,16.26,101.34,6.166173834,97.41054011,26,37,30,71.07589198,26.474,1.180607873,acidic,82.71632168,31.636,4.31,17.77683797
85,27,40,7,23.98,4.81,13.11,23.76,101.35,5.191265116,95.74606104,14,18,30,5.417787792,91.843,2.021558055,acidic,52.93388558,82.026,11.491,-5.223818312
9,18,23,3,24.01,4.89,13.38,23.76,101.36,4.954739564,98.33351125,40,16,35,76.31929775,19.657,2.335872447,acidic,80.96831769,35.226,6.942,71.99994663
45,45,28,63,24.04,4.98,13.64,23.76,101.36,5.664587011,99.9834242,4,20,25,53.41131516,70.654,1.45172807,acidic,41.06521091,44.416,20.4,5.50497274
86,11,40,98,24.06,5.07,13.91,23.76,101.37,5.548584852,99.61465679,36,25,33,-4.595931358,94.961,1.782003868,acidic,83.8840094,67.114,3.355,-52.88439704
47,16,67,3,24.09,5.15,14.18,23.76,101.38,6.804437106,94.62954663,30,17,31,37.82009067,56.075,0.475605246,neutral,69.96310597,52.814,5.806,35.11113601
45,9,50,84,24.03,5.07,14.4,19.38,101.38,6.097869767,98.63333684,28,37,28,35.45333263,60.151,1.263222024,acidic,83.06850884,45.006,2.208,-4.590001052
60,21,38,33,23.97,4.99,14.63,15,101.39,5.075504537,97.01331604,38,15,30,26.70833679,65.937,2.218939361,acidic,74.15285318,64.706,8.107,6.396005188
77,12,62,78,23.89,5.18,15.04,18.72,101.4,4.546466109,90.28624348,12,37,30,6.430751304,87.114,2.722996609,acidic,67.58252628,64.496,3.56,-31.08587304
56,15,60,16,23.81,5.37,15.44,22.43,101.4,5.855119268,90.65022183,38,19,31,28.73795563,66.081,1.459684525,acidic,79.09858349,57.278,5.016,20.80493345
8,37,20,54,23.68,5.22,15.98,26.8,101.4,6.442393461,91.82271568,8,33,29,87.34145686,33.126,0.778471866,acidic,60.50967542,35.74,15.794,49.4531853
8,23,26,1,23.55,5.08,16.52,31.17,101.41,4.507523551,90.82549241,15,27,28,80.37890152,22.564,2.759644705,acidic,59.95526649,42.2,8.576,76.25235228
35,32,22,84,23.5,5.4,16.67,26.3,101.4,6.10729559,92.09609766,34,16,25,57.57978047,53.99,1.200711752,acidic,67.77510691,54.756,13.159,7.371170702
6,36,55,53,23.45,5.72,16.82,21.43,101.4,6.47544932,100.2585673,11,36,31,86.90228654,31.016,0.779293381,acidic,67.83281452,36.312,15.242,49.42242981
72,27,66,39,23.3,5.7,17.46,24.67,101.4,6.832979509,92.99739415,33,29,34,17.66252117,83.87,0.500764778,neutral,86.18308566,78.828,10.542,-7.399218245
8,43,51,76,23.16,5.67,18.11,27.91,101.39,5.395275719,100.2160615,12,31,26,88.0237877,39.741,1.870804013,acidic,59.576693,31.354,18.335,35.93518155
76,18,26,53,23.01,5.26,18.54,23.56,101.4,6.13526938,98.81596545,12,34,28,7.67480691,84.858,1.132636886,acidic,64.39468857,72.78,5.542,-20.14478963
34,8,29,8,22.86,4.85,18.97,19.2,101.41,4.555688532,98.00644238,5,16,31,44.70771152,55.775,2.539115411,acidic,42.48898197,42.206,0.249,44.59806729
63,43,22,3,22.83,5.58,18.89,26.5,101.42,6.434197756,91.67241761,1,30,29,34.49851648,90.084,0.569192399,acidic,50.80393843,59.496,18.065,19.99827472
14,3,65,10,22.8,6.32,18.81,33.8,101.43,5.316875978,95.99487068,16,35,31,62.65802586,40.586,1.97251898,acidic,71.12181318,26.784,-1.615,64.2015388
74,9,35,47,22.74,5.86,18.83,33.56,101.44,5.279388967,97.38741498,35,18,26,5.373517004,90.128,2.039373361,acidic,70.79557228,62.892,1.195,-14.71622449
41,6,26,11,22.69,5.39,18.85,33.33,101.44,6.720041791,95.8445641,4,40,26,37.17608718,63.177,0.461665937,neutral,60.60402925,43.502,-0.499,36.74663077
90,22,53,93,22.61,5.52,18.87,23.68,101.44,5.72742254,100.8124659,9,29,34,-4.82349318,97.606,1.476393448,acidic,61.40919578,83.992,7.547,-54.74373977
44,6,28,107,22.53,5.64,18.89,14.04,101.45,4.691396195,90.21633216,2,38,33,35.28973357,65.742,2.392026383,acidic,60.98397734,44.984,-0.411,-12.56489965
12,33,27,55,22.51,5.34,18.55,14.12,101.46,6.810186079,90.14047759,26,32,32,80.90690448,36.012,0.515623575,neutral,80.26713026,43.772,13.071,45.45785672
13,18,53,61,22.49,5.04,18.2,14.2,101.46,6.454045329,97.41586402,34,38,31,71.0568272,27.972,0.918950619,acidic,92.61783173,41.052,5.556,39.27524079
21,29,67,40,22.41,4.69,17.83,13.04,101.46,5.842763773,93.36718816,5,32,33,69.47756237,40.647,1.315102852,acidic,59.38993464,51.826,11.027,42.98984355
69,27,69,44,22.33,4.34,17.47,11.88,101.46,5.024124684,97.76832322,31,29,26,19.70533536,82.132,2.330193966,acidic,76.51688728,77.608,9.995,-8.330496966
60,33,49,49,22.32,4.5,16.81,11.58,101.46,6.422710539,95.257992,34,34,35,32.4054016,78.06,0.92702676,acidic,92.19589738,66.548,13.257,-1.0773976
84,16,42,74,22.32,4.66,16.15,11.27,101.46,4.94295037,92.37238878,36,19,32,0.680522244,91.688,2.363271831,acidic,77.26006526,72.988,5.019,-36.71171663
21,45,33,40,22.3,4.23,15.68,11.38,101.46,6.414526606,91.63074547,7,17,26,78.46985091,51.619,0.73757609,acidic,42.69016862,34.198,19.488,43.51077636
62,34,21,39,22.27,3.8,15.22,11.48,101.47,6.777788126,92.26439205,38,15,27,31.98112159,79.56,0.527191823,neutral,72.94445169,65.416,13.954,2.820682385
67,19,21,66,22.2,3.71,15.06,10.28,101.48,6.441328044,96.27792547,5,19,25,18.72641491,73.563,0.692172063,acidic,41.70892963,66.806,6.466,-16.88337764
69,36,42,109,22.13,3.62,14.89,9.09,101.49,4.650536197,94.49161372,37,36,26,25.63467726,87.256,2.743097834,acidic,88.55537534,66.688,14.981,-39.84748412
55,9,54,66,22.04,3.66,14.72,13.7,101.49,5.254532213,90.29643888,21,31,32,27.02471222,70.458,2.046745161,acidic,73.27817255,50.544,1.548,-3.088931664
78,37,60,34,21.94,3.69,14.54,18.32,101.49,5.910634533,90.40332704,37,36,27,18.05733459,95.757,1.479225466,acidic,90.23744417,69.894,15.614,-10.12099811
30,37,49,37,21.85,3.1,14.39,12.31,101.49,4.755273631,90.89173106,23,23,30,66.00465379,52.82,2.531705474,acidic,66.12869154,45.892,15.423,36.23248068
67,43,68,91,21.76,2.51,14.24,6.3,101.49,6.814630246,95.23444287,36,26,26,31.18111143,91.183,0.543721648,neutral,80.07024117,58.39,18.232,-29.07033286
58,40,44,108,21.53,2.83,15.09,7.1,101.5,5.342866119,100.7586226,24,33,35,37.32127548,81.309,1.969055214,acidic,80.54000628,57.506,16.605,-30.22758678
66,24,34,0,21.3,3.15,15.94,7.89,101.5,6.336234624,96.59816497,26,18,30,21.89836701,76.335,0.938492467,acidic,65.73536424,72.122,8.478,17.02055051
70,31,64,10,21.23,3.32,16.3,8.12,101.5,4.754435025,99.642454,22,17,26,20.6815092,85.776,2.512180901,acidic,56.52810452,73.376,11.938,7.1072638
2,9,29,106,21.17,3.5,16.66,8.36,101.49,6.831706773,97.55155537,11,34,32,77.99168893,24.81,0.414145216,neutral,67.08219474,25.628,0.902,27.73453339
20,12,29,109,21.1,3.67,17.02,8.6,101.49,6.967417766,90.40260445,29,35,28,62.81347911,38.851,0.391626172,neutral,82.87719244,37.882,2.362,10.37921867
79,4,69,30,21.03,3.84,17.38,8.83,101.49,4.947683034,92.84991507,22,28,26,-0.783983014,98.592,2.368832009,acidic,66.56337812,59.636,-1.678,-9.854974521
80,37,54,82,20.97,4.02,17.74,9.07,101.48,5.630619901,93.30247448,23,24,32,14.5175051,100.526,1.654161313,acidic,69.24143393,73.388,14.786,-36.99074234
72,5,27,10,20.9,4.19,18.1,9.3,101.48,6.27339822,92.21318555,1,35,34,6.62736289,91.967,0.729500534,acidic,59.19137875,57.642,-1.254,7.336044335
60,34,42,33,20.79,4.23,18.44,9.73,101.48,6.472774648,94.76322976,2,24,34,32.51535405,80.679,0.561709401,acidic,50.43094225,66.906,13.16,7.071031072
16,6,26,6,20.67,4.26,18.78,10.16,101.48,6.953246506,98.28583013,39,37,25,61.70883397,41.398,0.452313867,neutral,92.26727255,31.172,-0.93,63.51425096
9,29,56,2,20.56,4.3,19.13,10.58,101.47,5.643710216,91.01152997,15,36,27,81.55869401,31.42,1.655863011,acidic,68.05059715,46.944,10.481,74.69654101
39,22,22,0,20.45,4.33,19.47,11.01,101.47,6.392313973,91.09745581,3,18,31,47.93950884,53.139,0.663185711,acidic,43.57461978,59.21,6.891,45.67076326
83,45,50,50,20.29,4.68,20.3,10.52,101.48,4.981816523,91.405983,8,38,32,15.1288034,111.724,2.243312657,acidic,66.38727157,68.804,18.282,-23.4217949
39,13,69,64,20.13,5.02,21.14,10.04,101.48,5.421265283,89.78216168,33,31,34,43.20156766,58.326,1.919148141,acidic,86.9948857,51.408,2.166,14.0653515
55,30,63,47,19.97,4.55,21.84,9.52,101.48,6.942520105,97.51952041,14,29,32,33.94409592,76.155,0.311541621,neutral,65.65976407,71.062,10.268,4.244143877
24,43,35,10,19.81,4.08,22.53,8.99,101.47,5.435840509,89.98024312,18,20,26,72.74495138,59.674,1.82696024,acidic,55.70508836,43.208,16.373,56.00592706
69,2,35,104,19.68,4.14,22.84,8.99,101.48,5.870116071,95.94035356,9,21,32,5.959929288,96.442,1.30748504,acidic,52.70908125,56.944,-4.196,-37.78210607
62,45,62,44,19.56,4.19,23.16,8.99,101.48,4.74910393,95.89898581,20,30,27,34.37220284,96.027,2.561005349,acidic,67.02437275,60.69,17.228,-0.769695743
18,16,21,110,19.5,4,23.03,9.54,101.47,5.497946899,100.3060719,9,38,25,63.02978562,39.63,1.763646592,acidic,62.14856283,45.624,2.691,8.90817843
35,17,29,2,19.44,3.81,22.9,10.08,101.46,6.811291098,89.74409017,26,24,34,48.68118197,54.133,0.479687886,neutral,74.66790377,55.058,3.154,49.07677295
59,16,51,62,19.44,4.66,22.94,10.98,101.46,6.460542749,97.4611918,31,36,29,22.62576164,75.978,0.904478282,acidic,86.22237992,65.92,2.982,-7.23835754
30,33,61,47,19.43,5.52,22.99,11.88,101.46,4.791146778,91.46664318,14,18,35,61.30967136,56.526,2.406261325,acidic,56.65380274,56.288,11.811,31.06000705
37,8,55,106,19.38,5.49,23.28,12.26,101.45,6.4841522,89.59371481,40,16,35,42.09725704,62.337,0.806459811,acidic,82.03890654,47.026,-0.788,-4.878114443
51,14,47,8,19.34,5.46,23.57,12.63,101.44,6.526654345,95.04871605,28,27,34,29.91925679,70.448,0.78351374,neutral,79.16865804,60.264,2.113,28.48538519
42,36,56,6,19.31,5.32,23.17,12.47,101.44,6.279133738,97.79072474,0,17,30,49.49085505,70.046,#NAME?,acidic,38.79539362,59.472,13.177,37.66278258
57,38,45,28,19.28,5.17,22.77,12.31,101.44,6.052026047,93.53197359,1,29,29,36.46260528,84.851,0.947973953,acidic,49.63641823,64.682,14.237,12.94040792
61,18,31,24,19.37,5.49,21.98,12.71,101.43,5.73171945,91.77522598,2,36,31,23.0509548,74.637,1.352548441,acidic,58.31220362,67.986,4.602,11.46743221
68,3,59,0,19.46,5.81,21.19,13.11,101.42,5.32307197,96.23520043,12,27,26,7.895959914,91.923,1.929192728,acidic,55.92615038,55.79,-2.533,15.12943987
21,13,68,25,19.41,5.64,21.22,12.14,101.42,4.66910839,96.63721027,7,28,35,59.80655795,41.772,2.50316827,acidic,58.56837587,42.348,2.39,49.50883692
43,16,35,62,19.36,5.48,21.24,11.16,101.41,5.101206389,96.38808001,0,36,26,39.350384,59.304,#NAME?,acidic,51.87084447,56.396,3.82,9.083575997
6,5,54,65,19.34,5.79,21.18,12.32,101.41,5.339556562,98.05089394,26,35,31,70.53582121,34.527,1.998389178,acidic,81.13768959,26.786,-1.538,44.08473182
66,6,27,59,19.31,6.09,21.11,13.47,101.41,5.061081874,91.22881052,27,21,30,12.4212379,87.447,2.232834318,acidic,68.54275731,57.67,-0.897,-10.86864316
87,23,25,78,19.29,6.4,21.05,14.63,101.41,5.821106036,98.57025046,22,38,31,-1.529050092,97.27,1.508358105,acidic,80.17477423,85.06,7.745,-43.57107514
18,39,34,92,19.2,5.98,21.14,14.5,101.4,5.956027059,90.38503469,22,18,31,77.08099306,48.354,1.298715642,acidic,62.26921894,42.716,15.55,20.88448959
67,28,40,107,19.1,5.57,21.22,14.37,101.4,5.676032581,96.08745082,28,23,28,21.41650984,84.021,1.637516841,acidic,70.17322281,78.362,9.862,-37.32623525
79,2,49,101,19.05,5.94,21.28,13.7,101.4,6.524114355,94.67344737,7,31,27,-3.318689474,102.622,0.684291694,neutral,56.16688005,60.336,-3.008,-45.90203421
42,38,24,77,18.99,6.31,21.34,13.04,101.41,6.273953676,89.29147581,29,34,26,52.73970484,69.123,1.089602306,acidic,79.89176757,55.81,15.122,4.712557257
